counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
17734,862,45368,45356,45374,45359,45372,45377,348,337
17735,862,45365,45355,45375,45355,45371,45372,344,340
17736,871,45368,45356,45376,45357,45374,45373,344,339
17737,865,45368,45356,45375,45356,45373,45375,344,340
17738,862,45368,45356,45376,45357,45373,45375,344,340
17739,862,45368,45356,45375,45357,45373,45375,344,339
17740,867,45368,45356,45375,45357,45373,45375,345,340
17741,864,45370,45357,45376,45358,45373,45375,347,338
17742,862,45368,45358,45376,45358,45373,45375,348,340
17743,862,45367,45356,45375,45356,45371,45372,344,339
17744,869,45367,45357,45377,45357,45374,45375,343,340
17745,864,45369,45357,45376,45357,45374,45375,344,339
17746,862,45368,45357,45376,45358,45374,45376,345,340
17747,873,45368,45356,45376,45357,45374,45375,344,341
17748,867,45368,45357,45376,45358,45373,45375,344,340
17749,866,45368,45356,45376,45358,45373,45375,344,340
17750,867,45370,45356,45377,45359,45376,45377,348,341
17751,862,45369,45355,45376,45356,45373,45374,341,344
17752,862,45368,45357,45377,45356,45375,45374,340,341
17753,867,45367,45356,45376,45355,45372,45374,345,341
17754,862,45368,45356,45375,45357,45373,45374,344,340
17755,864,45367,45355,45375,45357,45372,45375,344,340
17756,862,45367,45357,45376,45357,45372,45375,344,342
17757,865,45367,45356,45375,45357,45372,45374,343,340
17758,862,45368,45356,45375,45357,45372,45375,345,340
17759,862,45369,45356,45376,45357,45374,45374,340,342
17760,862,45369,45355,45374,45356,45374,45374,344,342
17761,862,45367,45354,45374,45355,45371,45373,344,340
17762,868,45367,45355,45376,45358,45373,45373,344,339
17763,864,45368,45356,45376,45358,45372,45374,344,339
17764,862,45367,45356,45377,45357,45372,45374,345,339
17765,864,45368,45357,45375,45357,45372,45375,344,339
17766,862,45368,45356,45375,45358,45373,45375,344,340
17767,862,45368,45357,45377,45358,45374,45376,344,341
17768,862,45369,45356,45376,45358,45375,45376,343,340
17769,872,45366,45359,45374,45356,45374,45376,344,343
17770,867,45370,45356,45378,45356,45374,45374,343,343
17771,862,45367,45356,45374,45356,45372,45374,344,339
17772,867,45366,45356,45376,45358,45374,45375,344,340
17773,867,45367,45356,45378,45355,45375,45374,342,345
17774,862,45370,45356,45374,45356,45374,45374,341,339
17775,862,45366,45354,45374,45355,45372,45373,344,340
17776,868,45367,45357,45376,45357,45372,45374,344,339
17777,864,45368,45356,45375,45356,45372,45375,345,341
17778,862,45368,45356,45376,45357,45373,45375,344,340
17779,862,45367,45356,45375,45358,45373,45374,343,340
17780,862,45368,45357,45376,45358,45372,45374,344,340
17781,864,45366,45354,45377,45356,45372,45373,343,343
17782,862,45369,45355,45375,45356,45375,45374,339,341
17783,862,45366,45355,45373,45356,45370,45372,344,340
17784,872,45367,45355,45374,45358,45372,45375,344,339
17785,865,45367,45356,45376,45358,45373,45375,344,340
17786,862,45367,45356,45375,45358,45372,45374,345,341
17787,867,45368,45356,45376,45358,45373,45374,344,340
17788,862,45368,45356,45376,45357,45373,45375,344,341
17789,865,45367,45358,45376,45357,45373,45375,344,341
17790,862,45368,45357,45376,45357,45373,45375,343,343
17791,873,45365,45355,45375,45356,45372,45373,344,339
17792,872,45367,45357,45375,45357,45373,45376,343,339
17793,864,45367,45358,45376,45357,45373,45375,344,340
17794,862,45367,45356,45377,45358,45375,45375,344,339
17795,862,45368,45357,45376,45358,45374,45375,343,339
17796,862,45367,45356,45376,45358,45374,45374,345,341
17797,864,45370,45359,45376,45359,45374,45376,343,339
17798,862,45366,45356,45374,45357,45372,45375,346,339
17799,867,45367,45356,45375,45356,45371,45373,344,340
17800,867,45367,45355,45376,45358,45372,45374,344,341
17801,865,45367,45356,45376,45357,45373,45374,344,339
17802,862,45366,45357,45375,45357,45373,45375,345,340
17803,862,45367,45355,45374,45357,45372,45374,343,341
17804,862,45368,45357,45375,45356,45371,45374,344,339
17805,864,45367,45356,45377,45358,45373,45376,345,339
17806,862,45365,45358,45374,45357,45373,45376,346,337
17807,862,45365,45354,45373,45356,45371,45372,344,340
17808,868,45367,45355,45376,45356,45373,45374,343,340
17809,864,45367,45356,45375,45357,45371,45374,344,340
17810,862,45368,45357,45375,45356,45374,45374,345,339
17811,862,45367,45356,45375,45357,45373,45374,344,340
17812,862,45369,45356,45376,45357,45373,45375,345,340
17813,864,45367,45356,45375,45357,45374,45375,344,340
17814,867,45367,45357,45377,45358,45372,45374,344,340
17815,862,45368,45356,45375,45357,45374,45375,344,341
17816,862,45368,45358,45377,45357,45373,45375,343,340
