counter,timestamp,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,crc
253,69,45356,45351,45368,45362,45359,45357,56,50,26649
254,70,45356,45351,45369,45362,45359,45358,55,51,53318
255,70,45355,45351,45369,45363,45359,45356,56,52,29704
256,69,45356,45350,45368,45362,45358,45357,55,50,32991
257,76,45355,45352,45369,45362,45358,45356,56,51,59373
258,69,45355,45351,45369,45363,45357,45357,57,51,29387
259,70,45355,45351,45369,45363,45358,45357,56,52,3473
260,70,45355,45351,45369,45361,45359,45357,57,51,60772
261,69,45354,45351,45368,45362,45358,45357,57,52,60274
262,70,45356,45352,45369,45363,45358,45357,56,52,28915
263,70,45355,45351,45369,45361,45359,45357,56,51,61057
264,70,45355,45351,45369,45363,45358,45357,56,50,47249
265,69,45355,45351,45370,45362,45357,45357,56,50,51869
266,70,45355,45352,45368,45361,45358,45357,56,52,29816
267,70,45356,45351,45369,45362,45358,45357,56,51,8295
268,69,45356,45352,45369,45362,45358,45357,55,51,8889
269,70,45356,45351,45368,45362,45357,45356,57,52,21523
270,70,45355,45351,45367,45362,45358,45358,56,52,34529
271,76,45356,45352,45369,45363,45358,45357,56,50,1234
272,69,45354,45351,45369,45362,45358,45357,56,51,12654
273,70,45356,45352,45368,45362,45357,45358,55,51,52037
274,70,45356,45352,45368,45362,45358,45357,56,51,1762
275,70,45355,45351,45368,45362,45358,45357,56,51,44786
276,69,45356,45352,45369,45362,45358,45357,56,52,31122
277,70,45355,45352,45369,45362,45357,45357,55,52,60554
278,70,45355,45351,45368,45362,45358,45358,57,51,8668
279,69,45355,45350,45369,45362,45358,45358,55,51,27962
280,70,45355,45351,45369,45363,45358,45357,56,52,36191
281,70,45356,45352,45367,45361,45358,45358,56,52,2823
282,70,45355,45351,45369,45363,45358,45358,57,52,10471
283,69,45355,45351,45369,45363,45359,45357,57,52,28991
284,70,45355,45351,45369,45363,45359,45358,55,50,5100
285,70,45355,45352,45369,45361,45358,45356,57,52,9694
286,76,45355,45352,45367,45362,45358,45358,55,52,41912
287,69,45354,45351,45368,45363,45359,45357,56,51,15218
288,70,45355,45351,45369,45362,45358,45357,56,52,23741
