SoC,OCV
0.956,46.06495778413624
0.957,46.06592836918098
0.958,46.06689796812735
0.959,46.06786658303525
0.96,46.068834215958155
0.961,46.06980086894309
0.962,46.070766544030725
0.963,46.07173124325534
0.964,46.07269496864493
0.965,46.07365772222112
0.966,46.07461950599931
0.967,46.07558032198858
0.968,46.076540172191876
0.969,46.077499058605824
0.97,46.07845698322096
0.971,46.079413948021624
0.972,46.080369954986054
0.973,46.081325006086374
0.974,46.082279103288606
0.975,46.083232248552754
0.976,46.084184443832804
0.977,46.085135691076694
0.978,46.08608599222641
0.979,46.087035349217985
0.98,46.08798376398151
0.981,46.0889312384412
0.982,46.08987777451535
0.983,46.09082337411642
0.984,46.09176803915104
0.985,46.09271177152001
0.986,46.093654573118364
0.987,46.094596445835364
0.988,46.09553739155452
0.989,46.09647741215366
0.99,46.09741650950489
0.991,46.098354685474646
0.992,46.09929194192373
0.993,46.10022828070731
0.994,46.10116370367497
0.995,46.10209821267068
0.996,46.10303180953288
0.997,46.103964496094484
0.998,46.10489627418285
0.999,46.1058271456199
1.0,46.10675711222205
1.001,46.107686175800275
1.002,46.108614338160145
1.003,46.109541601101796
1.004,46.11046796642
1.005,46.1113934359042
1.006,46.11231801133843
1.007,46.11324169450146
1.008,46.114164487166754
1.009,46.11508639110247
1.01,46.116007408071575
1.011,46.11692753983173
1.012,46.117846788135424
1.013,46.11876515472995
1.014,46.11968264135742
1.015,46.120599249754804
1.016,46.12151498165394
1.017,46.12242983878153
1.018,46.12334382285921
1.019,46.12425693560356
1.02,46.125169178726075
1.021,46.12608055393323
1.022,46.12699106292649
1.023,46.12790070740235
1.024,46.128809489052266
1.025,46.129717409562815
1.026,46.130624470615636
1.027,46.13153067388738
1.028,46.13243602104987
1.029,46.13334051377005
1.03,46.134244153709965
1.031,46.13514694252686
1.032,46.136048881873144
1.033,46.136949973396426
1.034,46.137850218739544
1.035,46.13874961954054
1.036,46.13964817743275
1.037,46.140545894044756
1.038,46.141442771000435
1.039,46.142338809919
1.04,46.14323401241494
1.041,46.14412838009813
1.042,46.1450219145738
1.043,46.14591461744255
1.044,46.14680649030038
1.045,46.14769753473872
1.046,46.14858775234441
1.047,46.14947714469977
1.048,46.15036571338256
1.049,46.15125345996604
1.05,46.152140386018985
1.051,46.15302649310566
1.052,46.1539117827859
1.053,46.15479625661506
1.054,46.15567991614408
1.055,46.15656276291952
1.056,46.15744479848349
1.057,46.158326024373736
1.058,46.15920644212369
1.059,46.16008605326236
1.06,46.16096485931449
1.061,46.16184286180048
1.062,46.16272006223643
1.063,46.16359646213417
1.064,46.16447206300126
1.065,46.165346866341025
1.066,46.16622087365254
1.067,46.167094086430666
1.068,46.16796650616606
1.069,46.16883813434523
1.07,46.16970897245045
1.071,46.1705790219599
1.072,46.17144828434757
1.073,46.172316761083366
1.074,46.173184453633084
1.075,46.174051363458396
1.076,46.17491749201694
1.077,46.175782840762245
1.078,46.176647411143826
1.079,46.177511204607164
1.08,46.17837422259372
1.081,46.17923646654092
1.082,46.18009793788228
1.083,46.180958638047244
1.084,46.18181856846138
1.085,46.182677730546274
1.086,46.18353612571958
1.087,46.184393755395064
1.088,46.185250620982565
1.089,46.18610672388806
1.09,46.18696206551363
1.091,46.18781664725751
1.092,46.188670470514104
1.093,46.18952353667397
1.094,46.190375847123846
1.095,46.19122740324671
1.096,46.192078206421684
1.097,46.192928258024175
1.098,46.19377755942581
1.099,46.194626111994474
1.1,46.19547391709432
1.101,46.19632097608576
1.102,46.19716729032553
1.103,46.19801286116667
1.104,46.198857689958515
1.105,46.19970177804678
1.106,46.200545126773505
1.107,46.201387737477056
1.108,46.20222961149225
1.109,46.20307075015021
1.11,46.203911154778524
1.111,46.20475082670117
1.112,46.205589767238536
1.113,46.20642797770746
1.114,46.207265459421265
1.115,46.20810221368968
1.116,46.208938241818956
1.117,46.20977354511182
1.118,46.21060812486749
1.119,46.21144198238174
1.12,46.212275118946806
1.121,46.21310753585151
1.122,46.21393923438125
1.123,46.21477021581791
1.124,46.21560048144002
1.125,46.21643003252267
1.126,46.21725887033757
1.127,46.21808699615302
1.128,46.218914411233946
1.129,46.21974111684194
1.13,46.220567114235216
1.131,46.22139240466866
1.132,46.22221698939382
1.133,46.223040869658945
1.134,46.223864046708975
1.135,46.22468652178554
1.136,46.225508296127025
1.137,46.226329370968514
1.138,46.22714974754184
1.139,46.227969427075614
1.14,46.22878841079518
1.141,46.22960669992268
1.142,46.23042429567701
1.143,46.231241199273946
1.144,46.23205741192597
1.145,46.23287293484246
1.146,46.233687769229604
1.147,46.23450191629042
1.148,46.235315377224815
1.149,46.236128153229515
1.15,46.23694024549816
1.151,46.23775165522127
1.152,46.238562383586256
1.153,46.23937243177744
1.154,46.24018180097607
1.155,46.240990492360304
1.156,46.24179850710528
1.157,46.24260584638304
1.158,46.24341251136264
1.159,46.24421850321006
1.16,46.24502382308828
1.161,46.245828472157314
1.162,46.2466324515741
1.163,46.24743576249266
