SoC,R0,R1,R2,C1,C2,Tau1,Tau2,A1,A2
0.074,0.04297820685070438,0.01705647497557762,0.02292290062675896,4015.2293380303236,22478.584125912934,68.48565872531931,515.2743501485436,0.4561644521850665,0.47316188102455825
0.075,0.0429770580363484,0.017056443326078655,0.022921533273189826,4015.1567642596865,22480.538936146633,68.4842937949167,515.2884212241245,0.4561562486879609,0.47314280743323356
0.076,0.042975909328503155,0.017056411659309854,0.022920165996712663,4015.0841995476435,22482.493822350392,68.4829289542752,515.3024904283379,0.45614804551125543,0.47312373460678736
0.077,0.0429747607271639,0.01705637997527252,0.022918798797324946,4015.011643893499,22484.448784524728,68.48156420339107,515.3165577612797,0.4561398426549455,0.47310466254520545
0.078,0.04297361223232593,0.017056348273967976,0.02291743167502417,4014.9390972965507,22486.403822670152,68.48019954226056,515.3306232230456,0.4561316401190262,0.4730855912484737
0.079,0.042972463843984565,0.01705631655539753,0.02291606462980785,4014.8665597561026,22488.358936787114,68.47883497087993,515.3446868137305,0.4561234379034929,0.4730665207165785
0.08,0.04297131556213507,0.017056284819562506,0.02291469766167347,4014.794031271452,22490.314126876132,68.47747048924542,515.3587485334303,0.45611523600834086,0.47304745094950573
0.081,0.04297016738677275,0.01705625306646421,0.02291333077061853,4014.7215118419012,22492.269392937702,68.47610609735325,515.3728083822408,0.4561070344335652,0.4730283819472414
0.082,0.042969019317892904,0.017056221296103964,0.022911963956640524,4014.6490014667515,22494.224734972297,68.47474179519972,515.386866360257,0.45609883317916133,0.4730093137097716
0.083,0.042967871355490815,0.01705618950848308,0.022910597219736956,4014.5765001453037,22496.180152980407,68.47337758278105,515.4009224675746,0.4560906322451244,0.4729902462370824
