counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
387,938,43389,22123,32759,32762,32765,32766,54106,1
388,938,43357,22157,32761,32762,32765,32766,54110,0
389,939,43382,22150,32761,32762,32764,32766,54107,0
390,938,43385,22129,32761,32764,32765,32767,54107,0
391,942,43335,22102,32759,32763,32765,32766,54108,0
392,939,43391,22145,32761,32762,32765,32766,54107,0
393,938,43370,22147,32759,32763,32765,32767,54108,0
394,938,43336,22132,32760,32764,32765,32766,54107,0
395,938,43397,22107,32760,32762,32765,32766,54108,0
396,942,43372,22146,32762,32762,32764,32767,54107,0
397,938,43367,22160,32759,32763,32765,32767,54107,0
398,939,43384,22146,32760,32762,32764,32767,54106,0
399,938,43329,22111,32760,32763,32764,32767,54106,0
400,938,43373,22140,32761,32763,32764,32766,54106,1
401,943,43372,22153,32759,32762,32765,32767,54106,0
402,938,43325,22135,32760,32763,32765,32766,54106,0
403,938,43377,22113,32761,32763,32765,32767,54107,0
404,938,43349,22138,32761,32762,32764,32766,54106,0
405,939,43360,22141,32760,32763,32764,32767,54107,0
406,942,43382,22148,32759,32763,32765,32766,54106,1
407,938,43309,22115,32760,32762,32765,32767,54106,1
408,939,43371,22123,32759,32763,32765,32766,54107,0
409,938,43376,22143,32760,32763,32764,32766,54106,0
410,938,43337,22145,32761,32763,32765,32766,54108,0
411,947,43364,22115,32760,32763,32764,32766,54107,1
412,943,43371,22101,32760,32762,32764,32766,54108,1
413,938,43321,22132,32760,32762,32765,32767,54106,0
414,939,43384,22149,32761,32763,32765,32766,54107,0
415,938,43351,22122,32760,32762,32764,32767,54106,0
416,942,43341,22114,32760,32763,32764,32766,54107,0
417,939,43380,22150,32761,32762,32764,32766,54107,1
418,938,43325,22145,32760,32763,32765,32766,54106,0
419,938,43375,22156,32760,32762,32765,32766,54108,0
420,938,43365,22113,32759,32762,32765,32766,54107,0
421,943,43320,22133,32761,32763,32764,32766,54106,0
422,938,43378,22155,32759,32762,32764,32766,54106,0
423,938,43349,22140,32761,32762,32764,32766,54106,0
