counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
65437,867,35972,33444,31953,35912,32782,32782,30822,28661
65438,865,35983,33457,32029,35934,32782,32784,30821,28661
65439,862,35982,33440,32010,35943,32782,32782,30825,28664
65440,866,35982,33430,31970,35920,32782,32782,30820,28662
65441,866,36001,33390,31942,35967,32781,32783,30820,28662
65442,862,36007,33422,32037,35901,32783,32783,30821,28660
65485,865,35991,33427,31960,35878,32782,32782,30821,28661
65486,961,35990,33402,32005,35936,32782,32781,30825,28664
65487,866,35977,33394,32030,35864,32782,32783,30821,28661
65488,866,35953,33428,31990,35935,32781,32783,30821,28661
65489,867,35947,33460,31949,35874,32782,32784,30821,28662
65490,867,35979,33450,32026,35944,32781,32783,30821,28663
65509,862,35970,33430,32056,35888,32780,32780,30822,28663
65510,866,35969,33412,32016,35939,32781,32782,30821,28660
65511,866,35967,33437,31968,35872,32781,32783,30821,28661
65512,867,35977,33452,31982,35955,32782,32783,30819,28663
65513,865,35954,33458,32050,35876,32781,32782,30821,28662
65514,920,35947,33419,31970,35884,32780,32782,30819,28661
65515,866,35984,33423,32048,35939,32783,32780,30824,28661
65516,866,35957,33447,32034,35858,32782,32782,30821,28661
65517,867,35924,33447,31971,35939,32781,32783,30826,28665
65518,867,35925,33440,31963,35864,32781,32784,30821,28660
65519,866,35950,33434,32044,35941,32780,32783,30819,28661
65520,864,35957,33397,32032,35868,32782,32781,30822,28661
65521,864,35957,33443,31970,35934,32781,32783,30820,28662
65522,925,35988,33467,32063,35943,32782,32783,30819,28661
65523,866,35966,33421,31999,35847,32783,32782,30822,28660
65524,866,35981,33389,31951,35918,32783,32782,30821,28659
65525,865,35977,33421,32023,35856,32782,32782,30824,28663
65526,866,35976,33453,32035,35914,32781,32782,30821,28661
65527,916,35971,33415,32038,35927,32782,32782,30816,28661
65528,862,35975,33429,32045,35871,32781,32781,30821,28661
65529,865,35969,33435,31991,35924,32781,32782,30820,28661
65530,866,35958,33453,31946,35885,32782,32783,30826,28666
65531,866,35959,33442,32046,35913,32782,32783,30821,28660
65532,866,35923,33422,32027,35913,32782,32781,30822,28660
65533,869,35918,33390,31984,35909,32782,32782,30825,28664
65534,867,35959,33390,31951,35906,32783,32783,30822,28660
65535,866,35972,33456,32055,35906,32783,32782,30816,28655
65536,873,35979,33456,32028,35892,32782,32782,30823,28660
65537,865,35986,33447,31994,35905,32781,32782,30821,28662
65538,880,35950,33475,31984,35881,32782,32782,30824,28669
65539,865,35948,33425,31963,35927,32783,32781,30822,28660
65540,866,35957,33420,32046,35882,32781,32781,30821,28660
65541,867,35958,33388,32024,35907,32782,32782,30823,28662
65542,866,35964,33410,31972,35903,32781,32783,30822,28660
65543,912,35991,33437,32032,35918,32781,32782,30818,28660
65544,873,35973,33396,31984,35912,32782,32783,30821,28661
65545,867,35977,33397,31942,35896,32783,32782,30821,28660
65546,870,35982,33412,32019,35904,32781,32784,30826,28667
65547,867,35969,33429,32034,35895,32781,32783,30820,28661
65548,865,35928,33439,31994,35891,32781,32782,30821,28661
65549,867,35922,33433,31951,35899,32783,32781,30823,28662
