counter,timediff_us,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7
11790,916,34731,32774,30729,32778,32781,32782,55656,287
11791,863,34684,32774,30720,32779,32783,32782,55673,287
11792,866,34718,32774,30768,32777,32784,32784,55665,285
11793,877,34690,32775,30727,32775,32780,32783,55687,299
11794,865,34711,32776,30684,32778,32782,32782,55661,279
11795,866,34735,32775,30738,32776,32782,32781,55664,291
11796,867,34692,32773,30774,32777,32785,32783,55671,288
11797,864,34706,32775,30780,32776,32783,32782,55667,292
11798,868,34738,32774,30723,32777,32783,32782,55658,286
11799,867,34685,32775,30694,32777,32782,32782,55672,299
11800,865,34693,32775,30750,32778,32783,32782,55662,279
11801,867,34701,32774,30749,32779,32782,32781,55681,291
11802,865,34673,32776,30726,32779,32781,32783,55662,282
11803,864,34678,32774,30675,32777,32782,32782,55670,283
11804,874,34720,32776,30742,32777,32782,32784,55671,287
11805,865,34680,32776,30768,32778,32783,32783,55664,282
11806,864,34730,32775,30794,32777,32783,32782,55658,286
11807,862,34716,32777,30693,32777,32781,32784,55664,281
11808,866,34700,32775,30704,32777,32781,32783,55669,291
11809,866,34674,32777,30751,32778,32782,32783,55673,287
11810,866,34737,32776,30779,32778,32782,32785,55666,286
11811,865,34706,32775,30731,32778,32781,32785,55659,283
11812,863,34676,32776,30689,32776,32782,32783,55677,294
11813,867,34713,32773,30725,32777,32784,32782,55671,290
11814,896,34751,32775,30759,32777,32782,32782,55657,286
11815,863,34713,32776,30687,32776,32782,32783,55664,293
11816,866,34717,32775,30728,32777,32783,32783,55670,286
11817,867,34700,32774,30751,32775,32781,32781,55685,296
11818,866,34719,32777,30770,32777,32782,32784,55667,281
11819,866,34709,32775,30704,32778,32782,32784,55669,289
